"cma","xi","yi","xg","yg"
001,-52.71094,47.57387,-52.70985,47.57385
001,-52.72955,47.55331,-52.72849,47.55307
001,-52.71728,47.67806,-52.71685,47.67780
001,-52.79224,47.60096,-52.79129,47.60081
001,-52.73959,47.60190,-52.73874,47.60190
001,-52.73209,47.56345,-52.73105,47.56313
001,-52.71237,47.56404,-52.71141,47.56391
001,-52.71100,47.56274,-52.70998,47.56262
001,-52.73903,47.54725,-52.73799,47.54705
001,-52.74050,47.53834,-52.73953,47.53809
001,-52.71059,47.51678,-52.70981,47.51675
001,-52.76902,47.48821,-52.76774,47.48818
001,-52.74150,47.33088,-52.74046,47.33081
001,-53.03334,47.46649,-53.03109,47.46703
001,-52.77136,47.53851,-52.77036,47.53819
001,-52.74643,47.54475,-52.74566,47.54455
205,-63.59615,44.82876,-63.59475,44.82844
205,-63.49118,44.67175,-63.49006,44.67161
205,-63.51372,44.64369,-63.51300,44.64371
205,-63.51881,44.67176,-63.51826,44.67173
205,-63.56695,44.66833,-63.56626,44.66848
205,-63.57074,44.68199,-63.57005,44.68220
205,-63.53793,44.68550,-63.53749,44.68578
205,-63.58471,44.67920,-63.58418,44.67938
205,-63.57828,44.66992,-63.57750,44.67012
205,-63.65722,44.74459,-63.65641,44.74480
205,-63.67733,44.76434,-63.67680,44.76438
205,-63.68104,44.72812,-63.68038,44.72822
205,-63.66712,44.72809,-63.66639,44.72818
205,-63.65487,44.73810,-63.65436,44.73865
205,-63.81867,44.72772,-63.81728,44.72745
205,-63.61860,44.61138,-63.61776,44.61167
205,-63.62064,44.60857,-63.61979,44.60900
205,-63.62296,44.63551,-63.62181,44.63596
205,-63.63031,44.64842,-63.62960,44.64853
205,-63.63077,44.65343,-63.63012,44.65363
205,-63.63420,44.65900,-63.63347,44.65910
205,-63.65803,44.66831,-63.65710,44.66846
205,-63.65118,44.67843,-63.65034,44.67849
205,-63.66620,44.67629,-63.66537,44.67638
205,-63.58405,44.63249,-63.58318,44.63265
205,-63.57845,44.64842,-63.57775,44.64856
205,-63.61410,44.64363,-63.61356,44.64386
205,-63.61071,44.66467,-63.60996,44.66480
305,-65.03982,46.02884,-65.03878,46.02898
305,-64.69557,46.05677,-64.69499,46.05690
305,-64.73419,46.08442,-64.73331,46.08488
305,-64.74345,46.10467,-64.74177,46.10529
305,-64.75609,46.10292,-64.75519,46.10336
305,-64.74915,46.09356,-64.74817,46.09410
305,-64.79613,46.10435,-64.79475,46.10495
305,-64.78585,46.09420,-64.78468,46.09486
305,-64.81205,46.10045,-64.81080,46.10085
305,-64.84778,46.11134,-64.84693,46.11206
305,-64.79889,46.05237,-64.79825,46.05291
305,-64.80359,46.05146,-64.80294,46.05206
305,-64.97698,46.08818,-64.97559,46.08880
310,-65.88357,45.32663,-65.88274,45.32646
310,-65.99950,45.24507,-65.99883,45.24502
310,-66.03873,45.28210,-66.03812,45.28212
310,-66.04332,45.28702,-66.04258,45.28709
310,-66.05812,45.26951,-66.05760,45.26947
310,-66.08078,45.27525,-66.08024,45.27532
310,-66.10051,45.29777,-66.09988,45.29796
310,-66.07418,45.25467,-66.07384,45.25472
310,-66.09412,45.24842,-66.09337,45.24853
310,-66.10247,45.25559,-66.10154,45.25569
310,-66.17126,45.28854,-66.17068,45.28866
310,-66.38110,45.17818,-66.37975,45.17883
408,-70.85303,48.31177,-70.85318,48.31157
408,-71.07577,48.42145,-71.07519,48.42148
408,-70.87955,48.33012,-70.87949,48.32990
408,-70.87986,48.34094,-70.87963,48.34074
408,-70.95795,48.37908,-70.95761,48.37891
408,-71.06063,48.40278,-71.05999,48.40286
408,-71.04280,48.42388,-71.04225,48.42398
408,-71.02157,48.43020,-71.02111,48.43022
408,-71.06869,48.43740,-71.06831,48.43749
408,-71.09351,48.45172,-71.09282,48.45168
408,-71.07451,48.44165,-71.07414,48.44189
408,-71.06246,48.45141,-71.06219,48.45135
408,-71.10318,48.44695,-71.10238,48.44699
408,-71.14072,48.43349,-71.14000,48.43364
408,-71.16889,48.40815,-71.16838,48.40812
408,-71.18322,48.41117,-71.18248,48.41123
408,-71.17716,48.42983,-71.17656,48.42989
408,-71.23774,48.42971,-71.23737,48.42978
408,-71.24620,48.41532,-71.24571,48.41527
408,-71.25149,48.39973,-71.25091,48.39950
408,-71.29515,48.41993,-71.29453,48.41973
421,-71.19851,46.71969,-71.19818,46.71988
421,-71.20759,46.89704,-71.20714,46.89707
421,-71.24086,46.75190,-71.24011,46.75187
421,-71.29811,46.65625,-71.29786,46.65665
421,-71.27935,46.69040,-71.27900,46.69068
421,-71.28662,46.70233,-71.28631,46.70259
421,-71.25845,46.71478,-71.25796,46.71514
421,-71.27399,46.71977,-71.27363,46.72012
421,-71.26689,46.74079,-71.26622,46.74098
421,-71.18335,46.78605,-71.18240,46.78642
421,-71.16597,46.82592,-71.16565,46.82557
421,-71.38474,46.70414,-71.38465,46.70421
421,-71.36928,46.67027,-71.36915,46.67054
421,-71.21201,46.58730,-71.21169,46.58742
421,-71.36547,46.74605,-71.36448,46.74616
421,-71.35422,46.75749,-71.35357,46.75761
421,-71.18076,46.86821,-71.18031,46.86819
421,-71.33977,46.75433,-71.33917,46.75455
421,-71.32141,46.76032,-71.32082,46.76059
421,-71.32058,46.76991,-71.32003,46.77010
421,-71.37048,46.79900,-71.36978,46.79917
421,-71.33915,46.80519,-71.33858,46.80539
421,-71.38985,46.81212,-71.38915,46.81234
421,-71.35916,46.83778,-71.35869,46.83780
421,-71.37179,46.84700,-71.37122,46.84710
421,-71.34996,46.86476,-71.34952,46.86476
421,-71.34432,46.91459,-71.34368,46.91447
421,-71.32471,46.84814,-71.32414,46.84826
421,-71.29729,46.81544,-71.29677,46.81562
421,-71.25003,46.77925,-71.24956,46.77930
421,-71.27387,46.76196,-71.27325,46.76216
421,-71.23468,46.79993,-71.23418,46.79998
421,-71.23941,46.80832,-71.23891,46.80831
421,-71.23209,46.80984,-71.23156,46.80975
421,-71.21994,46.81136,-71.21942,46.81138
421,-71.21359,46.81272,-71.21310,46.81287
421,-71.23518,46.83153,-71.23470,46.83158
421,-71.22113,46.83726,-71.22056,46.83736
421,-71.24711,46.84689,-71.24657,46.84679
421,-71.27240,46.86577,-71.27171,46.86569
421,-71.27534,46.88821,-71.27501,46.88843
421,-71.29562,46.88918,-71.29522,46.88936
421,-71.37478,46.93255,-71.37404,46.93262
421,-71.20366,46.85434,-71.20288,46.85415
421,-71.19229,46.85991,-71.19174,46.85983
421,-71.15925,46.88397,-71.15860,46.88423
421,-71.26024,46.84301,-71.25981,46.84291
421,-71.18483,46.80441,-71.18433,46.80444
421,-71.20203,46.81394,-71.20154,46.81412
421,-71.27204,46.78834,-71.27147,46.78862
421,-71.22257,46.67980,-71.22187,46.68018
433,-71.92701,45.40362,-71.92649,45.40383
433,-71.93285,45.40891,-71.93218,45.40901
433,-71.91231,45.41912,-71.91186,45.41924
433,-71.87168,45.41194,-71.87104,45.41195
433,-71.87228,45.40808,-71.87169,45.40806
433,-71.89281,45.38992,-71.89252,45.38990
433,-71.93735,45.38114,-71.93690,45.38146
433,-71.91218,45.38962,-71.91201,45.38963
433,-71.95713,45.41108,-71.95644,45.41109
442,-72.59376,46.33533,-72.59326,46.33535
442,-72.61251,46.35520,-72.61264,46.35473
442,-72.54983,46.34263,-72.54937,46.34255
442,-72.53769,46.34676,-72.53736,46.34672
442,-72.55084,46.35455,-72.55058,46.35457
442,-72.57973,46.36243,-72.57950,46.36242
442,-72.60080,46.36336,-72.60033,46.36336
442,-72.64476,46.38650,-72.64404,46.38648
442,-72.56469,46.38274,-72.56397,46.38296
442,-72.55297,46.38951,-72.55262,46.38947
442,-72.53594,46.37236,-72.53570,46.37231
442,-72.51753,46.37257,-72.51701,46.37252
442,-72.50549,46.36399,-72.50509,46.36386
442,-72.50000,46.37274,-72.49958,46.37261
459,-73.27499,45.34050,-73.27454,45.34086
459,-73.26750,45.30307,-73.26661,45.30296
459,-73.23085,45.30410,-73.23008,45.30415
459,-73.32207,45.31886,-73.32116,45.31876
462,-73.29476,45.44830,-73.29413,45.44837
462,-73.30857,45.43828,-73.30795,45.43836
462,-73.28644,45.43546,-73.28574,45.43552
462,-73.25266,45.44327,-73.25202,45.44344
462,-73.28764,45.52691,-73.28733,45.52672
462,-73.28629,45.51661,-73.28628,45.51662
462,-73.29570,45.53978,-73.29551,45.53966
462,-73.34582,45.52962,-73.34540,45.52990
462,-73.32963,45.51819,-73.32919,45.51828
462,-73.32682,45.52936,-73.32646,45.52948
462,-73.35099,45.54024,-73.35077,45.54039
462,-73.21627,45.53611,-73.21601,45.53616
462,-73.18689,45.53315,-73.18645,45.53336
462,-73.29123,45.48980,-73.29025,45.48984
462,-73.22618,45.55364,-73.22598,45.55364
462,-73.23817,45.55486,-73.23824,45.55493
462,-73.21756,45.56151,-73.21721,45.56161
462,-73.20383,45.57182,-73.20348,45.57177
462,-73.20288,45.58138,-73.20245,45.58150
462,-73.19464,45.58816,-73.19433,45.58834
462,-73.30570,45.64322,-73.30541,45.64316
462,-73.28236,45.66809,-73.28198,45.66805
462,-73.43724,45.68711,-73.43701,45.68731
462,-73.43021,45.67776,-73.42992,45.67790
462,-73.41653,45.68303,-73.41670,45.68318
462,-73.41603,45.68964,-73.41593,45.68994
462,-73.41604,45.68112,-73.41620,45.68128
462,-73.42218,45.67425,-73.42203,45.67440
462,-73.43338,45.66480,-73.43319,45.66486
462,-73.45165,45.61432,-73.45125,45.61446
462,-73.43698,45.59128,-73.43640,45.59137
462,-73.45453,45.59040,-73.45401,45.59049
462,-73.45048,45.56885,-73.44987,45.56872
462,-73.46227,45.53222,-73.46150,45.53230
462,-73.48221,45.52932,-73.48169,45.52945
462,-73.50834,45.52430,-73.50783,45.52447
462,-73.47810,45.51858,-73.47761,45.51870
462,-73.45685,45.51201,-73.45644,45.51208
462,-73.49686,45.49254,-73.49639,45.49238
462,-73.50608,45.49090,-73.50601,45.49094
462,-73.48199,45.48193,-73.48161,45.48184
462,-73.46164,45.46732,-73.46125,45.46730
462,-73.47845,45.45007,-73.47782,45.45002
462,-73.49103,45.43990,-73.49063,45.43998
462,-73.46148,45.44229,-73.46125,45.44237
462,-73.49721,45.41226,-73.49669,45.41224
462,-73.47248,45.41029,-73.47182,45.41027
462,-73.51372,45.38459,-73.51338,45.38436
462,-73.53233,45.39537,-73.53215,45.39504
462,-73.68047,45.41162,-73.68033,45.41147
462,-73.71646,45.35884,-73.71588,45.35860
462,-73.73915,45.36137,-73.73900,45.36119
462,-73.73714,45.37403,-73.73672,45.37386
462,-73.76761,45.35595,-73.76752,45.35560
462,-73.87012,45.31457,-73.86954,45.31449
462,-73.43206,45.48892,-73.43146,45.48900
462,-73.40716,45.49813,-73.40658,45.49826
462,-73.34909,45.59765,-73.34932,45.59787
462,-73.98808,45.37264,-73.98754,45.37267
462,-74.01583,45.38944,-74.01528,45.38937
462,-74.02918,45.40118,-74.02855,45.40113
462,-74.18255,45.45703,-74.18218,45.45708
462,-74.08671,45.46337,-74.08629,45.46340
462,-73.94858,45.40650,-73.94824,45.40669
462,-73.89973,45.41339,-73.89918,45.41357
462,-73.86569,45.43650,-73.86503,45.43659
462,-73.82546,45.44198,-73.82494,45.44209
462,-73.79728,45.46029,-73.79680,45.46030
462,-73.78077,45.45482,-73.78011,45.45493
462,-73.76364,45.44724,-73.76322,45.44726
462,-73.72130,45.44447,-73.72087,45.44445
462,-73.70032,45.43993,-73.70009,45.43995
462,-73.66383,45.44204,-73.66350,45.44203
462,-73.63041,45.42270,-73.63011,45.42259
462,-73.59471,45.43157,-73.59425,45.43163
462,-73.57692,45.45487,-73.57641,45.45498
462,-73.59723,45.46091,-73.59695,45.46101
462,-73.62367,45.46658,-73.62339,45.46665
462,-73.62795,45.48512,-73.62784,45.48524
462,-73.64071,45.49554,-73.64055,45.49565
462,-73.66673,45.46893,-73.66641,45.46880
462,-73.64984,45.46981,-73.64964,45.46994
462,-73.54639,45.45961,-73.54591,45.45958
462,-73.55912,45.47934,-73.55881,45.47926
462,-73.58180,45.49195,-73.58154,45.49188
462,-73.57386,45.50496,-73.57351,45.50496
462,-73.50832,45.50982,-73.50817,45.50997
462,-73.61574,45.51584,-73.61517,45.51574
462,-73.60491,45.52497,-73.60439,45.52495
462,-73.58338,45.52390,-73.58292,45.52395
462,-73.56475,45.51788,-73.56428,45.51789
462,-73.55296,45.52265,-73.55239,45.52262
462,-73.57607,45.53918,-73.57565,45.53916
462,-73.54557,45.54484,-73.54499,45.54486
462,-73.53368,45.55534,-73.53329,45.55504
462,-73.59891,45.48328,-73.59847,45.48328
462,-73.64769,45.51377,-73.64727,45.51408
462,-73.69300,45.50659,-73.69248,45.50643
462,-73.67818,45.51849,-73.67726,45.51834
462,-73.70831,45.52213,-73.70746,45.52218
462,-73.80320,45.48993,-73.80289,45.49026
462,-73.81838,45.51000,-73.81803,45.51001
462,-73.81756,45.49270,-73.81725,45.49285
462,-73.86303,45.47422,-73.86248,45.47433
462,-73.86808,45.46112,-73.86751,45.46160
462,-73.89626,45.46379,-73.89554,45.46365
462,-73.88034,45.46050,-73.87913,45.46039
462,-73.89698,45.44588,-73.89673,45.44613
462,-73.84693,45.46260,-73.84640,45.46259
462,-73.84232,45.48015,-73.84192,45.48019
462,-73.84616,45.50743,-73.84588,45.50744
462,-73.87839,45.53621,-73.87796,45.53627
462,-73.88362,45.48990,-73.88321,45.49000
462,-73.94059,45.52843,-73.94016,45.52848
462,-73.89325,45.56165,-73.89326,45.56179
462,-73.90121,45.56312,-73.90101,45.56323
462,-73.90144,45.54671,-73.90130,45.54686
462,-73.86042,45.57793,-73.86005,45.57815
462,-73.80485,45.52452,-73.80454,45.52458
462,-73.74881,45.54105,-73.74845,45.54103
462,-73.71081,45.56096,-73.71012,45.56087
462,-73.68108,45.57819,-73.68018,45.57797
462,-73.67764,45.54014,-73.67702,45.54029
462,-73.66542,45.54848,-73.66488,45.54851
462,-73.65401,45.56799,-73.65340,45.56822
462,-73.63513,45.58821,-73.63449,45.58830
462,-73.62605,45.61171,-73.62522,45.61175
462,-73.60994,45.63142,-73.60928,45.63138
462,-73.57963,45.64929,-73.57894,45.64934
462,-73.55802,45.66029,-73.55739,45.66021
462,-73.60553,45.53397,-73.60500,45.53400
462,-73.63834,45.52761,-73.63784,45.52772
462,-73.61512,45.55123,-73.61457,45.55128
462,-73.60581,45.58460,-73.60496,45.58443
462,-73.58775,45.56499,-73.58728,45.56501
462,-73.58327,45.55048,-73.58283,45.55047
462,-73.56031,45.57865,-73.55990,45.57862
462,-73.57172,45.58927,-73.57081,45.58909
462,-73.58620,45.60362,-73.58525,45.60351
462,-73.57147,45.60744,-73.57089,45.60719
462,-73.54163,45.60789,-73.54108,45.60764
462,-73.51823,45.60158,-73.51737,45.60154
462,-73.51490,45.64366,-73.51377,45.64385
462,-73.50392,45.65746,-73.50324,45.65758
462,-73.49481,45.63310,-73.49400,45.63322
462,-73.48654,45.69832,-73.48572,45.69843
462,-73.49937,45.67102,-73.49868,45.67123
462,-73.51924,45.70769,-73.51893,45.70728
462,-73.46836,45.71823,-73.46843,45.71851
462,-73.46071,45.73110,-73.46041,45.73114
462,-73.45086,45.74214,-73.45024,45.74233
462,-73.47268,45.76032,-73.47224,45.76044
462,-73.43170,45.76335,-73.43122,45.76312
462,-73.41689,45.77995,-73.41628,45.77957
462,-73.42548,45.82433,-73.42481,45.82422
462,-73.27758,45.88479,-73.27675,45.88494
462,-73.57500,45.66850,-73.57420,45.66852
462,-73.63054,45.70553,-73.63032,45.70567
462,-73.66062,45.71006,-73.66004,45.70995
462,-73.66492,45.73249,-73.66446,45.73249
462,-73.61782,45.75294,-73.61734,45.75297
462,-73.59946,45.73899,-73.59904,45.73906
462,-73.37869,45.46775,-73.37811,45.46794
462,-73.71995,45.60875,-73.71909,45.60873
462,-73.74139,45.62196,-73.74057,45.62198
462,-73.75428,45.63420,-73.75368,45.63428
462,-73.66842,45.61081,-73.66765,45.61083
462,-73.77410,45.55634,-73.77375,45.55628
462,-73.80292,45.57402,-73.80251,45.57402	
462,-73.83575,45.56897,-73.83523,45.56900
462,-73.86671,45.55629,-73.86608,45.55638
462,-73.79271,45.61107,-73.79219,45.61109
462,-73.83910,45.61447,-73.83871,45.61439
462,-73.79816,45.63872,-73.79799,45.63884
462,-73.75511,45.66974,-73.75496,45.66990
462,-73.78926,45.68375,-73.78889,45.68396
462,-73.83415,45.64356,-73.83395,45.64343
462,-73.87009,45.66313,-73.87008,45.66314
462,-73.90162,45.68718,-73.90148,45.68730
462,-73.92764,45.70120,-73.92759,45.70159
462,-73.98312,45.62516,-73.98322,45.62560
462,-74.09110,45.71014,-74.09075,45.71016
462,-73.99675,45.78322,-73.99632,45.78327
505,-75.28074,45.55386,-75.28028,45.55397
505,-75.29282,45.54762,-75.29247,45.54772
505,-75.14292,45.43933,-75.14255,45.43945
505,-75.59457,45.44720,-75.59410,45.44744
505,-75.60931,45.44586,-75.60892,45.44593
505,-75.63158,45.44618,-75.63110,45.44626
505,-75.64726,45.45092,-75.64682,45.45089
505,-75.66293,45.45351,-75.66259,45.45356
505,-75.65758,45.45282,-75.65708,45.45280
505,-75.68333,45.44079,-75.68268,45.44063
505,-75.66221,45.43478,-75.66168,45.43480
505,-75.60081,45.41746,-75.60018,45.41742
505,-75.64325,45.39957,-75.64270,45.39977
505,-75.65315,45.38728,-75.65246,45.38732
505,-75.67256,45.38371,-75.67183,45.38380
505,-75.63765,45.34347,-75.63714,45.34363
505,-75.61322,45.37065,-75.61276,45.37097
505,-75.67424,45.35797,-75.67345,45.35824
505,-75.69170,45.34196,-75.69098,45.34223
505,-75.71887,45.36429,-75.71826,45.36453
505,-75.75726,45.34182,-75.75651,45.34210
505,-75.71010,45.32431,-75.70950,45.32478
505,-75.35629,45.36137,-75.35580,45.36135
505,-75.42712,45.42089,-75.42674,45.42102
505,-75.48843,45.46079,-75.48775,45.46094
505,-75.48005,45.47771,-75.47976,45.47781
505,-75.53094,45.46838,-75.53020,45.46862
505,-75.78847,45.34066,-75.78812,45.34097
505,-75.77130,45.36995,-75.77073,45.37023
505,-75.83388,45.32170,-75.83320,45.32210
505,-75.77828,45.32300,-75.77759,45.32325
505,-75.83425,45.35184,-75.83354,45.35216
505,-75.91833,45.27937,-75.91783,45.27940
505,-75.90989,45.24935,-75.90960,45.24950
505,-75.87347,45.29729,-75.87292,45.29725
505,-75.89910,45.30869,-75.89870,45.30886
505,-75.91072,45.32968,-75.90994,45.32982
505,-75.74669,45.27014,-75.74651,45.27057
505,-75.75826,45.27113,-75.75786,45.27167
505,-75.77808,45.27495,-75.77756,45.27500
505,-75.76479,45.28089,-75.76489,45.28126
505,-75.73162,45.29831,-75.73126,45.29859
505,-75.68397,45.22819,-75.68361,45.22838
505,-75.47312,45.23577,-75.47278,45.23590
505,-75.60730,45.13569,-75.60678,45.13593
505,-75.46247,45.16091,-75.46201,45.16082
505,-75.56922,45.25916,-75.56870,45.25929
505,-75.56515,45.43174,-75.56456,45.43172
505,-75.59476,45.49188,-75.59423,45.49202
505,-75.65197,45.49209,-75.65199,45.49219
505,-75.70103,45.48352,-75.70081,45.48373
505,-75.70072,45.46668,-75.70046,45.46682
505,-75.72511,45.47565,-75.72485,45.47585
505,-75.80978,45.18059,-75.80923,45.18042
505,-75.85797,45.18249,-75.85754,45.18245
505,-76.08775,45.41611,-76.08714,45.41633
505,-76.07760,45.48372,-76.07686,45.48387
505,-75.90415,45.45063,-75.90353,45.45069
505,-76.09604,45.37317,-76.09578,45.37315
505,-75.75064,45.39366,-75.74999,45.39381
505,-75.74019,45.39279,-75.73946,45.39288
505,-75.72988,45.40068,-75.72917,45.40078
505,-75.71955,45.40688,-75.71877,45.40704
505,-75.71437,45.39489,-75.71371,45.39502
505,-75.69033,45.40507,-75.68963,45.40514
505,-75.69013,45.41991,-75.68955,45.42002
505,-75.70544,45.40966,-75.70472,45.40968
505,-75.69311,45.42033,-75.69248,45.42039
505,-75.73378,45.37631,-75.73312,45.37637
505,-75.64144,45.43062,-75.64086,45.43071
505,-75.72226,45.43242,-75.72188,45.43241
505,-75.73394,45.42994,-75.73336,45.42984
505,-75.69117,45.40035,-75.69069,45.40041
505,-75.74506,45.44683,-75.74442,45.44686
505,-75.74174,45.46108,-75.74099,45.46096
505,-75.77197,45.46549,-75.77151,45.46538
505,-75.42344,45.57428,-75.42307,45.57433
505,-75.49362,45.52453,-75.49335,45.52459
505,-75.84795,45.39453,-75.84748,45.39478
505,-75.80559,45.38654,-75.80513,45.38670
505,-75.76261,45.42647,-75.76172,45.42654
505,-75.74568,45.49407,-75.74488,45.49441
505,-75.76933,45.51782,-75.76865,45.51786
505,-75.73936,45.12218,-75.73884,45.12227
505,-75.81367,45.62251,-75.81365,45.62250
521,-76.49125,44.23273,-76.49082,44.23288
521,-76.51403,44.23083,-76.51353,44.23099
521,-76.56991,44.21818,-76.56923,44.21840
521,-76.58266,44.22617,-76.58164,44.22630
521,-76.61121,44.25020,-76.61072,44.25019
521,-76.61082,44.24420,-76.61025,44.24410
521,-76.60725,44.26314,-76.60686,44.26330
521,-76.58371,44.25975,-76.58378,44.25975
521,-76.56911,44.25788,-76.56868,44.25837
521,-76.54235,44.25650,-76.54205,44.25712
521,-76.57520,44.23777,-76.57454,44.23759
521,-76.57486,44.24926,-76.57482,44.24976
521,-76.52974,44.23939,-76.52904,44.23954
521,-76.52559,44.22033,-76.52509,44.22045
521,-76.51988,44.25898,-76.51917,44.25898
521,-76.49591,44.24463,-76.49539,44.24468
521,-76.49923,44.26648,-76.49871,44.26637
521,-76.62997,44.29611,-76.62960,44.29613
521,-76.62251,44.40627,-76.62030,44.40653
521,-76.44676,44.34447,-76.44688,44.34447
522,-77.35978,44.17315,-77.35924,44.17325
522,-77.38159,44.16429,-77.38109,44.16437
522,-77.38749,44.16278,-77.38703,44.16290
522,-77.38920,44.17711,-77.38854,44.17730
522,-77.58234,44.10444,-77.58182,44.10468
522,-77.57688,44.10781,-77.57675,44.10810
522,-77.55261,44.11781,-77.55248,44.11792
529,-78.35803,44.27897,-78.35773,44.27902
529,-78.35073,44.29432,-78.35042,44.29440
529,-78.32677,44.27870,-78.32645,44.27877
529,-78.32307,44.28766,-78.32243,44.28768
529,-78.32799,44.29796,-78.32760,44.29797
529,-78.30582,44.30736,-78.30556,44.30740
529,-78.32860,44.31046,-78.32828,44.31060
529,-78.32570,44.32142,-78.32542,44.32151
529,-78.27381,44.42192,-78.27341,44.42212
532,-78.98649,43.87008,-78.98628,43.87009
532,-78.95232,43.87757,-78.95199,43.87767
532,-78.94035,43.89969,-78.94011,43.89976
532,-78.89868,43.88977,-78.89816,43.88984
532,-78.85188,43.87001,-78.85134,43.87005
532,-78.84931,43.88902,-78.84890,43.88914
532,-78.86183,43.89555,-78.86153,43.89560
532,-78.84745,43.90909,-78.84713,43.90934
532,-78.87163,43.91502,-78.87120,43.91512
532,-78.84981,43.93950,-78.84951,43.93960
532,-78.95362,43.95526,-78.95336,43.95532
532,-78.87716,43.95225,-78.87676,43.95227
532,-78.81372,43.90641,-78.81342,43.90655
532,-78.69392,43.91283,-78.69357,43.91288
532,-78.67075,43.91242,-78.67039,43.91248
532,-78.65874,43.98248,-78.65840,43.98250
532,-78.60156,43.91451,-78.60115,43.91460
532,-78.74300,43.96428,-78.74260,43.96439
532,-78.53245,43.93026,-78.53193,43.93039
535,-78.98650,43.87009,-78.98628,43.87009
535,-79.01852,43.84402,-79.01834,43.84402
535,-79.01486,43.83096,-79.01451,43.83101
535,-79.03093,43.84125,-79.03066,43.84126
535,-79.04052,43.86176,-79.04034,43.86181
535,-79.02368,43.88069,-79.02346,43.88069
535,-79.06295,43.87118,-79.06261,43.87112
535,-79.08285,43.81814,-79.08271,43.81818
535,-79.11480,43.84114,-79.11463,43.84120
535,-79.13687,43.81884,-79.13718,43.81862
535,-79.17048,43.85550,-79.17027,43.85551
535,-79.12128,43.80796,-79.12144,43.80774
535,-79.14129,43.78961,-79.14095,43.78967
535,-79.17102,43.78334,-79.17068,43.78331
535,-79.16920,43.80417,-79.16892,43.80423
535,-79.11931,44.10964,-79.11900,44.10975
535,-79.24922,43.97714,-79.24908,43.97707
535,-79.23230,43.97481,-79.23205,43.97465
535,-79.30735,43.97788,-79.30759,43.97748
535,-79.32491,44.05137,-79.32531,44.05109
535,-79.27629,44.10110,-79.27616,44.10123
535,-79.32820,44.22340,-79.32800,44.22334
535,-79.23674,44.32615,-79.23631,44.32620
535,-79.36264,44.30341,-79.36262,44.30342
535,-79.45002,44.23725,-79.44941,44.23701
535,-79.46616,44.23380,-79.46546,44.23356
535,-79.46535,44.21262,-79.46489,44.21230
535,-79.45570,44.15709,-79.45513,44.15695
535,-79.57039,44.11316,-79.57035,44.11306
535,-79.87644,44.15248,-79.87615,44.15253
535,-79.48311,44.06407,-79.48268,44.06431
535,-79.49088,44.09791,-79.49071,44.09789
535,-79.48075,44.05470,-79.48032,44.05481
535,-79.45935,44.05945,-79.45936,44.05952
535,-79.44484,44.06303,-79.44481,44.06285
535,-79.44307,44.05761,-79.44278,44.05750
535,-79.45425,44.06042,-79.45422,44.06065
535,-79.44274,44.07167,-79.44251,44.07164
535,-79.45462,44.05168,-79.45427,44.05165
535,-79.47866,44.04558,-79.47810,44.04538
535,-79.49578,44.04110,-79.49513,44.04079
535,-79.47639,44.03643,-79.47602,44.03625
535,-79.43754,44.03603,-79.43708,44.03596
535,-79.47002,44.00912,-79.46982,44.00898
535,-79.48711,43.99558,-79.48686,43.99549
535,-79.46786,43.99965,-79.46757,43.99965
535,-79.46480,43.98679,-79.46446,43.98669
535,-79.45926,43.96308,-79.45884,43.96303
535,-79.43568,43.96816,-79.43534,43.96798
535,-79.52857,43.92867,-79.52826,43.92874
535,-79.67348,43.88247,-79.67312,43.88260
535,-79.51390,43.83511,-79.51375,43.83521
535,-79.51244,43.85471,-79.51237,43.85488
535,-79.51667,43.87319,-79.51662,43.87333
535,-79.45883,43.84757,-79.45868,43.84771
535,-79.46301,43.86561,-79.46278,43.86588
535,-79.43769,43.87084,-79.43728,43.87128
535,-79.44202,43.88922,-79.44151,43.88960
535,-79.41559,43.87586,-79.41546,43.87605
535,-79.42545,43.89277,-79.42502,43.89316
535,-79.39102,43.86149,-79.39066,43.86160
535,-79.40882,43.84782,-79.40867,43.84797
535,-79.33886,43.87395,-79.33874,43.87397
535,-79.28925,43.88518,-79.28900,43.88520
535,-79.25984,43.87388,-79.25982,43.87389
535,-79.26449,43.89243,-79.26403,43.89195
535,-79.24663,43.88837,-79.24577,43.88812
535,-79.23874,43.89221,-79.23816,43.89170
535,-79.24396,43.87771,-79.24335,43.87790
535,-79.20432,43.90501,-79.20420,43.90464
535,-79.10530,43.91892,-79.10503,43.91927
535,-79.29460,43.84592,-79.29451,43.84583
535,-79.28750,43.82815,-79.28741,43.82824
535,-79.30370,43.86274,-79.30370,43.86274
535,-79.27762,43.80559,-79.27737,43.80568
535,-79.25814,43.80985,-79.25777,43.80996
535,-79.31614,43.79666,-79.31573,43.79671
535,-79.28851,43.78316,-79.28830,43.78331
535,-79.32325,43.77521,-79.32291,43.77529
535,-79.31696,43.82121,-79.31692,43.82136
535,-79.34887,43.81386,-79.34860,43.81399
535,-79.25933,43.78969,-79.25881,43.78971
535,-79.22215,43.80895,-79.22156,43.80919
535,-79.19998,43.80193,-79.19976,43.80202
535,-79.22481,43.80255,-79.22451,43.80249
535,-79.23904,43.79385,-79.23874,43.79387
535,-79.21773,43.79817,-79.21754,43.79817
535,-79.35371,43.93185,-79.35328,43.93187
535,-79.17663,43.77056,-79.17629,43.77065
535,-79.20223,43.75417,-79.20189,43.75426
535,-79.20592,43.76406,-79.20562,43.76404
