ctuid,ct_pct
9330118.00,2311
9330119.00,2312
9330120.00,2313
9330121.00,2314
9330122.00,2315
9330130.01,3889
9330130.02,3890
9330131.00,2317
9330132.00,2318
9330133.00,2319
9330134.00,2320
9330135.00,2321
9330140.00,2322
9330141.00,2323
9330142.01,3891
9330142.02,3892
9330143.01,3893
9330143.02,3894
9330143.03,3895
9330144.01,2959
9330144.02,2960
9330145.00,2327
9330146.00,2328
9330147.00,2329
9330148.00,2330
9330149.01,3896
9330149.02,3897
9330150.00,2332
9330151.00,2333
9330160.01,2961
9330160.02,2962
9330160.03,3898
9330160.04,3899
9330161.01,3900
9330161.02,3901
9330161.03,3902
9330161.04,3903
9330162.01,3904
9330162.02,3905
9330162.03,3906
9330163.01,2963
9330163.02,2964
9330163.03,2965
9330170.01,2966
9330170.02,2967
9330180.00,2339
9330181.01,2968
9330181.02,2969
9330182.00,2341
9330183.01,3907
9330183.02,3908
9330184.01,3909
9330184.02,3910
9330185.01,2970
9330185.02,2971
9330185.03,3911
9330186.01,2972
9330186.02,2973
9330186.03,2974
9330186.04,3912
9330187.00,2346
9330188.00,2347
9330189.01,3913
9330189.02,3914
9330189.03,3915
9330190.01,2975
9330190.02,2976
9330191.01,2977
9330191.02,2978
9330192.00,2351
9330200.00,2352
9330201.00,2353
9330202.00,2354
9330203.00,2355
9330204.00,2356
9330205.00,2357
9330206.00,2358
9330207.00,2359
9330208.00,2360
9330209.00,2361
9330210.00,2362
9330220.00,2363
9330221.01,2979
9330221.02,2980
9330222.00,2365
9330223.00,2366
9330224.00,2367
9330225.00,2368
9330226.01,3916
9330226.02,3917
9330227.00,2370
9330228.01,3918
9330228.02,3919
9330229.00,2372
9330230.01,3920
9330230.02,3921
9330231.00,2374
9330232.00,2375
9330233.00,2376
9330234.00,2377
9330235.01,3922
9330235.02,3923
9330236.00,2379
9330237.00,2380
9330238.01,3924
9330238.02,3925
9330239.00,2382
9330240.00,2383
9330241.00,2384
9330242.00,2385
9330243.00,2386
9330250.00,2981
9330260.01,2982
9330260.02,2983
9330270.00,2390
9330280.00,2391
9330281.01,3926
9330281.02,3927
9330282.00,2393
9330283.00,2394
9330284.01,2984
9330284.02,2985
9330285.01,3928
9330285.02,3929
9330286.01,2986
9330286.02,2987
9330286.03,3930
9330287.01,3931
9330287.02,3932
9330290.01,3933
9330290.02,3934
9330291.01,3935
9330291.02,3936
9330292.00,2401
9330400.00,2989
9330401.00,2990
9330402.01,3937
9330402.02,3938
9330403.01,3939
9330403.02,3940
9330404.00,2993
9330410.00,2403
9330500.00,2994
9330501.00,2995
9330502.01,3941
9330502.02,3942
9330503.01,3943
9330503.02,3944
9330504.00,2998
9330505.00,2999
9330506.00,3945
9350000000,0000
9350001.00,2408
9350002.00,2409
9350003.01,3946
9350003.02,3947
9350004.00,2411
9350005.00,2412
9350006.00,2413
9350007.00,2414
9350008.00,2415
9350009.00,2416
9350010.00,2417
9350011.00,2418
9350012.00,2419
9350013.00,2420
9350014.00,2421
9350100.00,2422
9350101.00,2423
9350102.00,2424
9350103.00,2425
9350104.00,2426
9350110.00,2427
9350111.01,3948
9350111.02,3949
9350120.00,2429
9350121.01,3950
9350121.02,3951
9350121.03,3952
9350122.00,2431
9350123.01,3953
9350123.02,3954
9350124.00,2433
9350125.00,2434
9350126.00,2435
9350127.00,2436
9350128.00,2437
9350129.01,3955
9350129.02,3956
9350130.00,2439
9350131.00,2440
9350132.00,2441
9350133.00,2442
9350150.00,2778
9350151.01,3957
9350151.02,3958
9350152.00,2780
9350153.00,2781
9350154.00,2782
9350155.00,2783
9350160.01,3959
9350160.02,3960
9350170.00,2445
9350171.00,2446
9350180.00,2785
9700000000,0000
9700001.00,3961
9700002.00,3962
9700003.00,3963
9700004.00,3964
9700005.00,3965
9700006.00,3966
9700007.00,3967
9700008.00,3968
9700009.00,3969
9700010.00,3970
9700011.00,3971
9700012.00,3972
9700013.00,3973
9700014.00,3974
9700015.00,3975
9700016.00,3976
9700017.00,3977
9700018.00,3978
9700019.00,3979
9700020.00,3980
9700021.00,3981
9700022.00,3982
9700023.00,3983
